Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"Born In The U.S.A.","Bruce Springsteen","Born In The U.S.A.","journey","Playlist","USSM18400406","310epXrlbXmfGcD1qSdgVV"
"I'm On Fire","Bruce Springsteen","Born In The U.S.A.","journey","Playlist","USSM18400411","4bSWx86yHmy6OOMsQPU60F"
"Youngblood","5 Seconds of Summer","Youngblood (Deluxe)","journey","Playlist","GBUM71800366","2iUXsYOEPhVqEBwsqP70rE"
"A Town Called Paradise","Tiësto","A Town Called Paradise (Deluxe)","journey","Playlist","CYA111400028","42d4hW3lrMIxf2R1IgxoJx"
"Born To Be Yours","Kygo","Born To Be Yours","journey","Playlist","SEBGA1802355","0kHyKhJMukHEPfeh8s7rdM"
"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha","All Your Fault: Pt. 2","journey","Playlist","USWB11701181","7iDa6hUg2VgEL1o1HjmfBn"
"Flames","David Guetta","Flames","journey","Playlist","GB28K1800010","33IOhptvC2Qoy2UhjiHXLV"
"Let’s Go","Tiësto","A Town Called Paradise (Deluxe)","journey","Playlist","CYA111400032","4PO9LwwMXV0FzmUeQfOlvH"
"Red Lights","Tiësto","A Town Called Paradise (Deluxe)","journey","Playlist","CYA111300030","4mOrY7hgUeSUK4JVD9FkYb"
"Elements Of Life","Tiësto","Elements of Life","journey","Playlist","NLE710780731","2F0t9dCFdu1QolOnshM9h6"
"BOOM","Tiësto","BOOM","journey","Playlist","CYA111800003","7i5sdKCjFIYlD9idhZBijJ"
"Jackie Chan","Tiësto","Jackie Chan","journey","Playlist","CYA111800123","4kWO6O1BUXcZmaxitpVUwp"
"Africa","TOTO","Toto IV","journey","Playlist","USSM19801941","2374M0fQpWi3dLnB54qaLX"
"Comfortably Numb","Pink Floyd","The Wall","journey","Playlist","GBN9Y1100113","5HNCy40Ni5BZJFw1TKzRsC"
"1 of 1","SHINee","1 of 1 - The 5th Album","journey","Playlist","KRA301600338","6UmRhJatcth1KF76r5ucvZ"
"눈,코,입 (Eyes, Nose, Lips)","TAEYANG","RISE","journey","Playlist","KRB471402723","4qzBepJAKtYu4T1GDtBZZc"
"니가 뭔데 Who You?","G-DRAGON","COUP D'ETAT","journey","Playlist","KRA341323539","4OvliaZljJqFsLKBNh2FUJ"
"Haru Haru","BIGBANG","Stand Up","journey","Playlist","KRA341104530","0qQBuGsT79rKtmmfC0V38x"
"Heroine","SUNMI","Heroine","journey","Playlist","KRA381703070","5gA9Xn8oPts2aewPgxVkPD"
"Remember the Name (feat. Styles of Beyond)","Fort Minor","The Rising Tied","journey","Playlist","USWB10502457","6ndmKwWqMozN2tcZqzCX4K"
"Gashina","SUNMI","SUNMI SPECIAL EDITION [Gashina]","journey","Playlist","KRA381702010","0jFHMDRXxKaREor3hBEEST"
"Always Find You - Korean Version","YURI","Always Find You","journey","Playlist","KRA301800014","2814EZytUMySeDMSjBWmFS"
"REALLY REALLY","WINNER","FATE NUMBER FOR","journey","Playlist","KRA401700057","1H2qNVjNn13tlpKv6MtiYn"
"DDD","EXID","Full Moon","journey","Playlist","KRB461700704","3nXUfNbkv8ikaSdHwEp0oY"
"BBoom BBoom","MOMOLAND","GREAT!","journey","Playlist","KRA381702972","3BPoSr2pO34Aan6alFfVto"
"What is Love?","TWICE","What is Love?","journey","Playlist","US5TA1800038","5m95gCTAiHshTaajznt5fA"
"WHISTLE","BLACKPINK","SQUARE ONE","journey","Playlist","KRA401600168","3hfN1wQSiLPa6b1RX5Kfbj"
"Can't Be Touched (feat. Mr. Magic & Trouble)","Roy Jones Jr.","Body Head Bangerz, Vol. 1","journey","Playlist","TCABF1200656","3zmduBNsQ6BPDTZAkXzG5K"
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","Rudimental","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","journey","Playlist","GBAHS1701239","5CLGzJsGqhCEECcpnFQA8x"
"Higher Love - Single Version","Steve Winwood","'80s Pop #1's","journey","Playlist","GBAAN0201051","17Ng10tIgnYmAitl0SgT3R"
"The Boys Of Summer","Don Henley","Building The Perfect Beast","journey","Playlist","USGF18502601","0p7T2DoRUeLX47sa3Ar2Ny"
"Get Outta My Dreams, Get into My Car","Billy Ocean","Tear Down These Walls","journey","Playlist","GBAHK0800054","3v8vsQfMQio7ohYqFrEsaZ"
"Scarface (Push It To The Limit)","Paul Engemann","Scarface (Soundtrack)","journey","Playlist","USMC10346186","7a5bkwWwhbQiB9GZKkwzw6"
"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes","The Papercut Chronicles II","journey","Playlist","USAT21101071","0qOnSQQF0yzuPWsXrQ9paz"
"Does Your Mother Know","ABBA","ABBA Gold","journey","Playlist","SEAYD7901060","45EaIq9lKyoQxxTjFkiGbl"
"Waterloo","ABBA","Waterloo","journey","Playlist","SEAYD7415010","0RzhMHIsFMbOGh0oWDvNNK"
"Super Trouper","ABBA","Super Trouper","journey","Playlist","SEAYD8001010","2nMghZvtLx6DDgTEHEsb4w"
"Gimme! Gimme! Gimme! (A Man After Midnight)","ABBA","Voulez-Vous","journey","Playlist","SEAYD7901120","2PzCOP5Aj9SABiBgNEZ52G"
"Lay All Your Love On Me","ABBA","ABBA Gold","journey","Playlist","SEAYD8001090","2245x0g1ft0HC7sf79zbYN"
"Take A Chance On Me","ABBA","The Album","journey","Playlist","SEAYD7702020","6vQN2a9QSgWcm74KEZYfDL"
"Mamma Mia","ABBA","Abba","journey","Playlist","SEAYD7501010","22NN4BS1AlqVbyKIWExgON"
"One Minute More","Capital Cities","In A Tidal Wave Of Mystery (Deluxe Edition)","journey","Playlist","USUG11400107","6ykCgFYHGrxazIiW9kmtqd"
"Vowels","Capital Cities","Vowels","journey","Playlist","USUG11600807","20J5QaInjzeb5Rd3HpyCrC"
"Swimming Pool Summer","Capital Cities","Swimming Pool Summer","journey","Playlist","USUG11700834","5rcCFfrTQimUknxrO59vT4"
"Kangaroo Court","Capital Cities","In A Tidal Wave Of Mystery (Deluxe Edition)","journey","Playlist","USCA21300187","3MnBlnCbjYubZfhggHcPzz"
"The Middle","Zedd","The Middle","journey","Playlist","USUM71800463","09IStsImFySgyp0pIQdqAc"
"All The Stars (with SZA)","Kendrick Lamar","Black Panther The Album Music From And Inspired By","journey","Playlist","USUM71713947","2Imq77E6CEJR5TPUxlJvTY"
"Mine","Bazzi","Mine","journey","Playlist","USAT21704227","6tHWl8ows5JOZq9Yfaqn3M"
"Bangarang (feat. Sirah)","Skrillex","Bangarang EP","journey","Playlist","USAT21104243","6VRhkROS2SZHGlp0pxndbJ"
"The Days","Avicii","The Days / Nights","journey","Playlist","CH3131340471","7HW01sQy5UOxyezzZg98nd"
"Lonely Together (feat. Rita Ora)","Avicii","AVĪCI (01)","journey","Playlist","SE5R71700108","7DoN0sCGIT9IcLrtBDm4f0"
"What Would I Change It To (feat. AlunaGeorge)","Avicii","AVĪCI (01)","journey","Playlist","SE5R71700105","4lwSYcFSDeyY8jdSedZH4j"
"Lonely Together - Acoustic","Avicii","Lonely Together (Acoustic)","journey","Playlist","SE5R71700137","3bejwgKeed56qo9OkKBaus"
"You Be Love (feat. Billy Raffoul)","Avicii","AVĪCI (01)","journey","Playlist","SE5R71700104","7GaiXtje26gnTVWE1iCcHl"
"Waiting For Love","Avicii","Stories","journey","Playlist","CHB701400134","6nsLzJfvp5OLd4mgqUJkpq"
"The Nights","Avicii","The Days / Nights","journey","Playlist","CH3131340464","3OwPSJu609AMzotCEyoMiO"
"Hey Brother","Avicii","True","journey","Playlist","CH3131340084","3zKST4nk4QJE77oLjUZ0Ng"
"Wake Me Up - Radio Edit","Avicii","True","journey","Playlist","SEUM71301326","6g1NlCpW7fgqDnWbCCDrHl"
"Great Southern Land","ICEHOUSE","Primitive Man (Bonus Track Edition)","journey","Playlist","AUC441100021","20cdfC6X43JiDZ8WlmkwSf"
"Cruisin' - Single Edit","Huey Lewis","Greatest Hits: Huey Lewis And The News","journey","Playlist","USNPD0600195","1A8OrMrc15qpXp5MuOfvG2"
"I Miss You (feat. Julia Michaels)","Clean Bandit","I Miss You (feat. Julia Michaels)","journey","Playlist","GBAHS1701012","2xmrfQpmS2iJExTlklLoAL"
"Listen To Your Heart","Roxette","Look Sharp! (2009 Version)","journey","Playlist","SEAME8878130","78TnMTAFmWUWWCgNXR7D3K"
"Havana (feat. Young Thug)","Camila Cabello","Camila","journey","Playlist","USSM11706905","1rfofaqEpACxVEHIZBJe6W"
"Feel It Still","Portugal. The Man","Woodstock","journey","Playlist","USAT21700437","6QgjcU0zLnzq5OrUoSZ3OK"
"Lush Life - Acoustic Version","Zara Larsson","Lush Life (Acoustic Version)","journey","Playlist","SEWEE1500513","75Kchp4GZGyu61amcr8jRT"
"Secret Love Song, Pt. II","Little Mix","Get Weird (Deluxe)","journey","Playlist","GBHMU1500083","2BnjU9TqIovk0IQ7jJaA4z"
"Talk Is Cheap","Chet Faker","Built On Glass","journey","Playlist","AUFF81300504","7bliRZuMFa2JmUzzNd62kk"
"Liability","Lorde","Liability","journey","Playlist","NZUM71700064","0xBsZrUrsZcCCrpxryZDHc"
"Resolution","Matt Corby","Resolution - EP","journey","Playlist","AUUM71300654","76QK6gTaW2bBV47FDe3RPK"
"Mess Is Mine","Vance Joy","Dream Your Life Away","journey","Playlist","USAT21402865","7BVwi9cIzSc6tpyxsp47vJ"
"September","Earth, Wind & Fire","Now, Then & Forever","journey","Playlist","USSM17800419","3yrWiNA19yBryWRnC6KbVi"
"Firestone - Live Acoustic Version","Kygo","Firestone (Live Acoustic Version)","journey","Playlist","SEBGA1500031","4gek9UL5WceAq1qiZlhmGM"
"Stargazing","Kygo","Stargazing - EP","journey","Playlist","SEBGA1700242","0Zbbxnx4SGGHoIow4PpISP"
"Catch 22 (feat. Anne-Marie)","Illy","Catch 22 (feat. Anne-Marie)","journey","Playlist","AUWA01600462","3CkyJCNGaL7qk06CTMouqY"
"Inside the Lines (feat. Casso)","Mike Perry","Inside the Lines (feat. Casso)","journey","Playlist","SE3AA1600012","3qaYuV5XZAwiOvGE91HhwS"
"Hold My Hand","Jess Glynne","Hold My Hand","journey","Playlist","GBAHS1500049","1i1rNVtxbE7rdFfpHuNq2j"
"Young Dumb & Broke","Khalid","American Teen","journey","Playlist","USRC11700144","5Z3GHaZ6ec9bsiI5BenrbY"
"Hip To Be Square","Huey Lewis & The News","Fore!","journey","Playlist","USCH38600003","648BMGrt98kUbLo24A4vgj"
"Want You Back","HAIM","Something To Tell You","journey","Playlist","GBUM71701862","2ixswrurtpfZHrx406eGgw"
"The Wire","HAIM","Days Are Gone (Deluxe Edition)","journey","Playlist","GBUM71304660","7KdF7Zac5eC9jutk9Qret4"
"Never Forget You","Zara Larsson","So Good","journey","Playlist","SEWEE1500801","6hmhG1b4LEyNuashVvuIAo"
"Cecilia And The Satellite","Andrew McMahon in the Wilderness","Andrew McMahon In The Wilderness","journey","Playlist","USVG21403647","2Kgjd9G808FhUDRhS2gidG"
"Every Breath You Take - Remastered 2003","The Police","Synchronicity (Remastered)","journey","Playlist","GBAAM0201110","5C0LFQARavkPpn7JgA4sLk"
"Love Shack","The B-52's","Cosmic Thing","journey","Playlist","USRE18900030","4W4wYHtsrgDiivRASVOINL"
"Nothing's Gonna Stop Us Now","Starship","Greatest Hits (Ten Years And Change 1979-1991)","journey","Playlist","USRC18702968","2rKs3UV10xv1NAdVCQH4gm"
"Everybody Wants To Rule The World","Tears For Fears","Songs From The Big Chair","journey","Playlist","GBF088590110","40dJCw4xU6Bd5ie9rfagNo"
"Stuck With You","Huey Lewis & The News","Fore!","journey","Playlist","USCH38600001","2cFl7utlqyZjCXN1G5nRvA"
"We Built This City","Starship","Knee Deep In The Hoopla","journey","Playlist","USRC18503424","1DWmir4zA2RO1HkAeD2vrD"
"What I Like About You","The Romantics","What I Like About You (And Other Romantic Hits)","journey","Playlist","USSM10020612","6NdcSEhpGGAYXNnnhGS2s6"
"Electric Blue","ICEHOUSE","Man Of Colours","journey","Playlist","AUC441100033","2GSWAzdN5RfPhbVHwD3Bwl"
"Delilah","Florence + The Machine","How Big, How Blue, How Beautiful (Deluxe)","journey","Playlist","GBUM71500285","12HB8AmFTovKrFcGG36KbL"
"Pay the Man","Foster The People","III","journey","Playlist","USSM11703986","2qc0ai7O1djAFveeVHP322"
"I Fall Apart","Post Malone","Stoney - Deluxe","journey","Playlist","USUM71614475","75ZvA4QfFiZvzhj2xkaWAh"
"Silence","Marshmello","Silence","journey","Playlist","USRC11701901","7vGuf3Y35N4wmASOKLUVVU"
"God Only Knows","MKTO","MKTO","journey","Playlist","USSM11305986","0TfvkExNBkUhEkWwGMz71I"
"American Dream","MKTO","MKTO","journey","Playlist","USSM11305988","5RmIP2OglmIOvsOxrE43Xw"
"Animal","Neon Trees","Habits (Spotify)","journey","Playlist","USUM71001801","0l4DTppOxy7NUaEcwXuOb6"
"Never Let Me Go","Florence + The Machine","Ceremonials","journey","Playlist","GBUM71107580","7tmRpTD2fwL3z7W9NGGPpz"
"Stand By Me","Florence + The Machine","Songs From Final Fantasy XV","journey","Playlist","GBUM71604433","1FGvbfMafLBdymgrtGAZYh"
"Ship To Wreck","Florence + The Machine","How Big, How Blue, How Beautiful (Deluxe)","journey","Playlist","GBUM71500288","3dEFa9KjOLEZl980ctEEv1"
"Dog Days Are Over","Florence + The Machine","Lungs (International Version)","journey","Playlist","GBUM70900209","15ya59dZ8yGeIfZARiYDjd"
"Shake It Out","Florence + The Machine","Ceremonials","journey","Playlist","GBUM71107355","7aliOjqVEBd3ZZ8NMkuifd"
"You've Got The Love","Florence + The Machine","Lungs (International Version)","journey","Playlist","GBUM70900237","18jk6Dx2PsARpxfIHJTTtD"
"Raise Your Glass","P!nk","Raise Your Glass","journey","Playlist","USLF21000090","12lZTPlXwUtrQuhEty6098"
"Just Give Me a Reason (feat. Nate Ruess)","P!nk","The Truth About Love","journey","Playlist","USRC11200786","1mKXFLRA179hdOWQBwUk9e"
"What About Us","P!nk","What About Us","journey","Playlist","USRC11701586","31MkGwj0SWgZaTvEt5Hgxv"
"'Till I Collapse","Eminem","The Eminem Show","journey","Playlist","USIR10211066","6yr8GiTHWvFfi4o6Q5ebdT"
"I Know Places","Taylor Swift","1989 (Deluxe)","journey","Playlist","USCJY1431409","1IrdGyDgGeQISfIHg2PcDi"
"Without You (feat. Sandro Cavazza)","Avicii","AVĪCI (01)","journey","Playlist","SE5R71700101","6WbADFqMvR8N5u0BvtsWQE"
"Welcome To New York","Taylor Swift","1989 (Deluxe)","journey","Playlist","USCJY1431299","25ay7ksy4YOD3FNOah0yoE"
"Blank Space","Taylor Swift","1989 (Deluxe)","journey","Playlist","USCJY1431309","5iNFeUcMGxL0wn2SkqUex9"
"Style","Taylor Swift","1989 (Deluxe)","journey","Playlist","USCJY1431319","3a1EEmLANv2Mc82WT3hsTL"
"Out Of The Woods","Taylor Swift","1989 (Deluxe)","journey","Playlist","USCJY1431329","1Xmpo8vu7Rgwc4ELwtUxZK"
"All You Had To Do Was Stay","Taylor Swift","1989 (Deluxe)","journey","Playlist","USCJY1431339","4RnDMXRqADpfMcK5SWVNu5"
"Shake It Off","Taylor Swift","1989 (Deluxe)","journey","Playlist","USCJY1431349","34ONrmvZfttfTZR5NXrC6e"
"I Wish You Would","Taylor Swift","1989 (Deluxe)","journey","Playlist","USCJY1431359","7xpWndqw1xwPvxQXFhY5LY"
"Bad Blood","Taylor Swift","1989 (Deluxe)","journey","Playlist","USCJY1431369","21MuKxxxaah6C4fkIHTv2G"
"Wildest Dreams","Taylor Swift","1989 (Deluxe)","journey","Playlist","USCJY1431379","4NphdFxnXNaqYM0XkdrRUT"
"How You Get The Girl","Taylor Swift","1989 (Deluxe)","journey","Playlist","USCJY1431389","5NTGvYlcSnLgVZO6BRh94M"
"Clean","Taylor Swift","1989 (Deluxe)","journey","Playlist","USCJY1431419","006cNObRKQL30lxSoNqgSo"
"Wonderland","Taylor Swift","1989 (Deluxe)","journey","Playlist","USCJY1431429","13vKhp8rfCrqR6Qa1QmzoG"
"You Are In Love","Taylor Swift","1989 (Deluxe)","journey","Playlist","USCJY1431439","2veWZB8mfiJjxDeQRkKrKS"
"New Romantics","Taylor Swift","1989 (Deluxe)","journey","Playlist","USCJY1431449","3KhIpPRbkjr3p1eJkD51dj"
"Glorious (feat. Skylar Grey)","Macklemore","Glorious (feat. Skylar Grey)","journey","Playlist","QZ8TY1700001","3HVr6jTVwBHBa2flM0eURR"
"Mama","Jonas Blue","Jonas Blue: Electronic Nature - The Mix 2017","journey","Playlist","GBUM71701777","0NiXXAI876aGImAd6rTj8w"
"Boom Clap","Charli xcx","SUCKER","journey","Playlist","GBAHS1400160","113sWqjcYyjbb4caE8wVsV"
"After the Afterparty (feat. Lil Yachty)","Charli xcx","After the Afterparty (feat. Lil Yachty)","journey","Playlist","GBAHS1600358","0y8Wf6ltWpGCpgqVa21QNX"
"I Love It (feat. Charli XCX)","Icona Pop","THIS IS... ICONA POP","journey","Playlist","SEWEE1200301","2U8NXPTXZWG2O0ye2sYRiH"
"2U (feat. Justin Bieber)","David Guetta","2U (feat. Justin Bieber)","journey","Playlist","GB28K1700019","3A7qX2QjDlPnazUsRk5y0M"
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris","Funk Wav Bounces Vol.1","journey","Playlist","GBARL1700772","5bcTCxgc7xVfSaMV3RuVke"
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled","Grateful","journey","Playlist","USSM11703300","3DXncPQOG4VBw3QHh3S817"
"Unforgettable","French Montana","Jungle Rules","journey","Playlist","USSM11703478","3B54sVLJ402zGa6Xm4YGNe"
"Old Thing Back (feat. Ja Rule and Ralph Tresvant)","Matoma","Old Thing Back (feat. Ja Rule and Ralph Tresvant)","journey","Playlist","USAT21500224","2lDYjLe2xR0CiXNyVvSHcO"
"Be Good Johnny","Men At Work","Super Hits","journey","Playlist","NLB638140007","6FjdkyTpeidY999wwzXtF0"
"It's a Mistake","Men At Work","Super Hits","journey","Playlist","USSM18200067","0OxU2eqr3E3QSDxax8EvdW"
"링가링가(RINGA LINGA)","TAEYANG","RISE","journey","Playlist","KRB471402727","5l4u7LfxvtBPIiV3ptriqs"
"눈,코,입(Eyes, Noes, Lips)","TAEYANG","RISE","journey","Playlist","KRB471402723","2orE4MtP5Oy0ynoA1KkF3t"
"무제(無題) (Untitled, 2014)","G-DRAGON","KWON JI YONG","journey","Playlist","KRA401700147","5jBGI01km1Rt8gqBKVCU7R"
"I Am the Best (내가 제일 잘 나가)","2NE1","2nd Mini Album","journey","Playlist","KRA340928830","0JMok6kVfl3Cfy2kuz3Mg6"
"Gee","Girls' Generation","THE BEST (New Edition)","journey","Playlist","JPPO01084090","1GzAs8bsmIYpRkvjuvOepj"
"PLAYING WITH FIRE","BLACKPINK","SQUARE TWO","journey","Playlist","KRA401600236","5ANbXf5qR48a4jfFnSq80w"
"BOOMBAYAH","BLACKPINK","SQUARE ONE","journey","Playlist","KRA401600169","0NeNAcCVtGqLAAmf4FhWWT"
"Overkill","Men At Work","Super Hits","journey","Playlist","USSM18200071","7nBdnZ9HZ65BzITMSn0N4s"
"Sail to You","Men At Work","Super Hits","journey","Playlist","NLB638440004","7eI3PRvyAldoGYzcsAKBNx"
"No Restrictions","Men At Work","Cargo","journey","Playlist","NLB638310010","6flqU5G5l8M2JTQGODDtfU"
"Everything I Need","Men At Work","Super Hits","journey","Playlist","NLB638440003","0T6xOZK7djhbZfOtMgzvXn"
"I Like To","Men At Work","Cargo","journey","Playlist","NLB638310009","4Nb3F9jdjgEBUNAlQQwkQM"
"Who Can It Be Now?","Men At Work","Super Hits","journey","Playlist","NLB638140001","4wt42dcsoaDNxdviz9k1dD"
"Never Tear Us Apart","INXS","INXS Remastered","journey","Playlist","GBAMX8700005","3pyTksNccLM1jRvzQ4zTke"
"T.N.T.","AC/DC","High Voltage","journey","Playlist","AUAP07600012","7LRMbd3LEoV5wZJvXT1Lwb"
"Highway to Hell","AC/DC","Highway to Hell","journey","Playlist","AUAP07900028","2zYzyRzz6pRmhPzyfMEC8s"
"Livin' On A Prayer","Bon Jovi","Slippery When Wet","journey","Playlist","USPR38619998","2tyW1uBUnYMKAFEfKDKi9B"
"MOYA","AOA","MOYA","journey","Playlist","KRA491301063","6glpcXkXExtumL9zGeK2uM"
"Redbone","Childish Gambino","""Awaken, My Love!""","journey","Playlist","USYAH1600107","3kxfsdsCpFgN412fpnW85Y"
"Slow Hands","Niall Horan","Slow Hands","journey","Playlist","USUG11700631","167NczpNbRF7oWakJaY3Hh"
"Unforgettable","French Montana","Unforgettable","journey","Playlist","USSM11703478","1F2HXIJrE2Xn81OzT2zZvW"
"Mea Culpa","Enigma","MCMXC a.D.","journey","Playlist","DEG129000054","5Q1WrsTDRJQXKlqLUo8YkG"
"Sadeness","Enigma","Love Sensuality Devotion: The Greatest Hits","journey","Playlist","DEG120102010","57h06SZNL6LJ3YKZ1UGCeu"
"Principles Of Lust: Sadeness / Find Love / Sadeness (Reprise)","Enigma","MCMXC a.D.","journey","Playlist","DEG129000052","6YyqULhTNU7AKaKJKChluQ"
"Return To Innocence","Enigma","The Cross Of Changes","journey","Playlist","DEG129300013","2UKkLqST2xWpK8n1b0Xr5Z"
"Eternal Flame","The Bangles","Everything","journey","Playlist","AUMU08900010","5J1TCBAWhDZ272GLJmxoDY"
"Manic Monday","The Bangles","Different Light","journey","Playlist","AUMU08600001","084PXFhuurZHjsjgdwQci6"
"Bad Liar","Selena Gomez","Bad Liar","journey","Playlist","USUM71704121","1sCxVKWImDZSZKvG0U9B23"
"I Want You","Savage Garden","Savage Garden","journey","Playlist","AURQ09700004","5pwykH32nEkcqdnufmbiqo"
"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit","Rockabye (feat. Sean Paul & Anne-Marie)","journey","Playlist","GBAHS1600363","5knuzwU65gJK7IF5yJsuaW"
"Walk Like an Egyptian","The Bangles","80s Party","journey","Playlist","USI4R1052701","5PjOyNMgKz26QZilNgkg3H"
"Bloody Stream","Coda","Bloody Stream","journey","Playlist","JPQ461200121","1FzfflDA3gVic9iN8yPeo3"
"Jojo Sono Chino Sadame","Hiroaki Tommy Tominaga","Jojo Sono Chino Sadame","journey","Playlist","JPQ461200105","0Vf77MNt0pty1QoKVDD4xo"
"Roundabout","Yes","Yesstory","journey","Playlist","USEW19900103","0l2kEdf5XjlckyybbNjmYS"
"Congratulations","Post Malone","Stoney","journey","Playlist","USUM71614484","6syOdAs4IK8kPWR7gDyjRw"
"White Iverson","Post Malone","Stoney","journey","Playlist","USUM71511528","1Bi5t0q9j3nYXIZuZgSGvr"
"Helena Beat","Foster The People","Torches","journey","Playlist","USSM11005693","4VbDJMkAX3dWNBdn3KH6Wx"
"Houdini","Foster The People","Torches","journey","Playlist","USSM11005694","5Fli1xRi01bvCjsZvKWro0"
"Doing It for the Money","Foster The People","III","journey","Playlist","USSM11703985","1C50sKrPuWp8mkSC0GA6DW"
"Don't Look Down (feat. Usher)","Martin Garrix","Don't Look Down (feat. Usher)","journey","Playlist","NLZ541500175","5M9jOReAKGZ2AttVefFjTY"
"Together","Martin Garrix","Seven","journey","Playlist","NLM5S1600013","6nLctpnQJiPTxkaSgbPKiw"
"One Call Away","Charlie Puth","Nine Track Mind","journey","Playlist","USAT21502703","37R0bQOQj5a7DOqh1TGzvB"
"Monsters","Chaos Chaos","Committed to the Crime","journey","Playlist","ushm81465328","1a1pBJeTIeZ4PLXpBkUTZv"
"Hard Times","Paramore","Hard Times","journey","Playlist","USAT21700948","5hHudNsfZXmdgefWxAX2LG"
"Symphony (feat. Zara Larsson)","Clean Bandit","Symphony (feat. Zara Larsson)","journey","Playlist","GBAHS1700199","1x5sYLZiu9r5E43kMlt9f8"
"My Hands","Chaos Chaos","My Hands","journey","Playlist","ushm91205243","28g4LUU8HyUrJdmWTw8F7S"
"Dear World,","Nine Inch Nails","Not The Actual Events","journey","Playlist","TCACU1695139","1i1pQM8tCViu6nDkRn8C60"
"Copy Of A","Nine Inch Nails","Hesitation Marks","journey","Playlist","USQX91301303","18cL7KMZIjTVmHpnbOo6Q7"
"Closer","Nine Inch Nails","The Downward Spiral","journey","Playlist","USIR19400529","4ysiI2bYbXcGT8jMXEPQSk"
"The Hand That Feeds","Nine Inch Nails","With Teeth (Bonus Tracks)","journey","Playlist","USIR10500420","4L5r9XNiWJ7cbqcIiNvVes"
"Hurt","Nine Inch Nails","The Downward Spiral","journey","Playlist","USIR19400538","4HbVVd2D3HKYe7PR0uEn1q"
"HUMBLE.","Kendrick Lamar","DAMN.","journey","Playlist","USUM71703085","7ujx3NYtwO2LkmKGz59mXp"
"Do You Feel It?","Chaos Chaos","Committed to the Crime","journey","Playlist","ushm81465326","3lOok0REf4j3790abX26PR"
"My Everything","Owl City","Mobile Orchestra","journey","Playlist","USUM71505145","4mltEHOBbuNZY6luh7dSZJ"
"Verge","Owl City","Mobile Orchestra","journey","Playlist","USUM71505142","0j2qUNSW3dbSRjRMUORR3T"
"Fireflies","Owl City","Ocean Eyes","journey","Playlist","USUM70972068","1mr3616BzLdhXfJmLmRsO8"
"Good Time","Owl City","The Midsummer Station","journey","Playlist","USUM71206288","5w6TVvv71F8px5cObg2xnx"
"Safe And Sound","Capital Cities","In A Tidal Wave Of Mystery (Deluxe Edition)","journey","Playlist","USCA21203108","6BnONjR7itGMEqwxKTIlRM"
"Pumped Up Kicks","Foster The People","Torches","journey","Playlist","USSM11002931","7w87IxuO7BDcJ3YUqCyMTT"
"The One","The Chainsmokers","The One","journey","Playlist","USQX91700579","619A7U0RtsSEvqJeJdazJ3"
"You Don't Know Me","Jax Jones","You Don't Know Me","journey","Playlist","GBUM71606456","2SZy40PLDk3vFucXUGFCFA"
"Drunk","Ed Sheeran","+","journey","Playlist","GBAHS1100199","4RnCPWlBsY7oUDdyruod7Y"
"Remind Me - Steve James Remix","Conrad Sewell","Remind Me (Steve James Remix)","journey","Playlist","QMCE31600557","6gJOIyO799eFSN7JwRThHJ"
"Secrets (with Conrad Sewell)","CID","Secrets (with Conrad Sewell)","journey","Playlist","USAT21700164","41yeIZy9qF9ZPHuZpV0qlE"
"Who You Lovin","Conrad Sewell","All I Know","journey","Playlist","QMCE31500423","3b6QyVfMifr9xrupks4qUY"
"Shadow","Conrad Sewell","All I Know","journey","Playlist","QMCE31500425","2QBUQqrwzVLcL5yFsTb7ux"
"Remind Me","Conrad Sewell","All I Know","journey","Playlist","QMCE31500428","0WILwgVyv5RU9oOUpw3y5P"
"21 Questions","Conrad Sewell","All I Know","journey","Playlist","QMCE31500427","73bTwYIKpBI1G2dcT4MnQK"
"Firestone - Acoustic","Conrad Sewell","All I Know","journey","Playlist","QMCE31500426","6OdJWy3SB2n5x6JCOxieU1"
"Start Again","Conrad Sewell","All I Know","journey","Playlist","QMCE31400157","32FJ75MXWMYWmmTw3NvKKy"
"Taste The Feeling (Avicii Vs. Conrad Sewell)","Avicii","Taste The Feeling (Avicii Vs. Conrad Sewell)","journey","Playlist","CHB701600047","34vuwpTj9M0cFYJ0DeK97Z"
"Nancy Mulligan","Ed Sheeran","÷ (Deluxe)","journey","Playlist","GBAHS1700046","35QZaWQRkmnAVqBF1TLCxQ"
"Bibia Be Ye Ye","Ed Sheeran","÷ (Deluxe)","journey","Playlist","GBAHS1700044","6SznMYPQJHzr3IwsAHLId2"
"How Would You Feel (Paean)","Ed Sheeran","÷ (Deluxe)","journey","Playlist","GBAHS1700038","6PJ8FF6UR8FZXfEvpHkIVN"
"What Do I Know?","Ed Sheeran","÷ (Deluxe)","journey","Playlist","GBAHS1700036","2pJZ1v8HezrAoZ0Fhzby92"
