Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"Trophies","Young Money","Rise Of An Empire (Deluxe Edition)","journey","Playlist","USCM51400038","6HfOzLLjsaXsehIFEsrxTk"
"Weekend (feat. Miguel)","Mac Miller","GO:OD AM","journey","Playlist","USWB11508643","6GnhWMhgJb7uyiiPEiEkDA"
"Holy Ground","Taylor Swift","Red (Deluxe Edition)","journey","Playlist","USCJY1231042","3KmYVOuK2eG7LGP7qQ8DLR"
"All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)","Taylor Swift","Red (Taylor's Version)","journey","Playlist","USUG12103690","5enxwA8aAbwZbf5qCHORXi"
"Donald Trump","Mac Miller","Best Day Ever (5th Anniversary Remastered Edition)","journey","Playlist","USA2P1173908","5oMkgWZqmKjaJHrsXcsZZy"
"Break Your Heart","Taio Cruz","The Rokstarr Hits Collection","journey","Playlist","GBUM70908662","7ElF5zxOwYP4qVSWVvse3W"
"Panda","Desiigner","New English","journey","Playlist","USUM71601094","5YEOzOojehCqxGQCcQiyR4"
"No Lie","Sean Paul","Mad Love The Prequel","journey","Playlist","GBUM71604557","48QmG1dfvMuYLxMPt7KSRA"
"Day 'N' Nite - Crookers Remix","Kid Cudi","Man On The Moon: The End Of Day (Int'l Version)","journey","Playlist","USUM70957532","34sGnIHB3ZthMvHpNX1i7e"
"The Next Episode","Dr. Dre","2001","journey","Playlist","USIR19915078","4LwU4Vp6od3Sb08CsP99GC"
"Still D.R.E.","Dr. Dre","2001","journey","Playlist","USIR19905031","503OTo2dSqe7qk76rgsbep"
"Hold On, We're Going Home","Drake","Nothing Was The Same - Deluxe","journey","Playlist","USCM51300762","6jdOi5U5LBzQrc4c1VT983"
"No Sleep","Wiz Khalifa","Rolling Papers","journey","Playlist","USAT21100295","2kzRSiyignH8yzPTrWvyPo"
"The Thrill","Wiz Khalifa","The Thrill","journey","Playlist","USA2P2033760","4wqzOaLxiCRy2Et8tRyNSX"
"Right Above It","Lil Wayne","I Am Not A Human Being","journey","Playlist","USCM51000537","1kMuU3TNQvHbqvXCWBodmP"
"Monster","Kanye West","My Beautiful Dark Twisted Fantasy","journey","Playlist","USUM71026158","1ZHYJ2Wwgxes4m8Ba88PeK"
"Cold Heart - PNAU Remix","Elton John","Cold Heart (PNAU Remix)","journey","Playlist","GBUM72104705","6zSpb8dQRaw0M1dK8PBwQz"
"Hold My Hand","Hootie & The Blowfish","Cracked Rear View","journey","Playlist","USAT29400016","4WnYuVFXe6Si4fZqkxbnvS"
"Fair Trade (with Travis Scott)","Drake","Certified Lover Boy","journey","Playlist","USUG12104402","40iJIUlhi6renaREYGeIDS"
"The Spins","Mac Miller","K.I.D.S.","journey","Playlist","USA2P2015959","51pshtuYkgUQnt5huMPbKL"
"Pursuit Of Happiness - Extended Steve Aoki Remix","Kid Cudi","Pursuit Of Happiness [Extended Steve Aoki Remix (Explicit)]","journey","Playlist","USUM70917762","5PX4uS1LqlWEPL69phPVQQ"
"Pursuit Of Happiness (Nightmare)","Kid Cudi","Man On The Moon: The End Of Day (Int'l Version)","journey","Playlist","USUM70981907","4kTLpAbhuEGHAAdDjOIWaa"
"Day 'N' Nite (Nightmare)","Kid Cudi","Man On The Moon: The End Of Day (Int'l Version)","journey","Playlist","USUM70957500","60PAzFNW3vAiAiVK6DRJfB"
"Part Of Me","Katy Perry","Teenage Dream: The Complete Confection","journey","Playlist","USCA21102809","6yARPLK0PV4heEyh7pVMGz"
"The One That Got Away","Katy Perry","Teenage Dream","journey","Playlist","USCA21001266","4uQY80TKE1u4ZQZQKHzVEi"
"E.T.","Katy Perry","Teenage Dream: The Complete Confection","journey","Playlist","USCA21001256","4z8ssgZfs5TzKiO8HaGWXO"
"Touch The Sky","Kanye West","Late Registration","journey","Playlist","USUM70502527","6mxyfdyF4LD7PctU3UNyjF"
"All Of The Lights","Kanye West","My Beautiful Dark Twisted Fantasy","journey","Playlist","USUM71027273","22L7bfCiAkJo5xGSQgmiIO"
"Dark Fantasy","Kanye West","My Beautiful Dark Twisted Fantasy","journey","Playlist","USUM71027263","7yNK27ZTpHew0c55VvIJgm"
"New Again","Kanye West","Donda","journey","Playlist","USUM72116296","2GPTiPR5db727wu1tFvFt4"
"Donda","Kanye West","Donda","journey","Playlist","USUM72116313","2TJ1FOCmCBkKm418MjVw5D"
"Off The Grid","Kanye West","Donda","journey","Playlist","USUM72116304","2gbMPBrBVj3CuNTLp2dHYs"
"Praise God","Kanye West","Donda","journey","Playlist","USUM72116287","0Zm7NKJgoKY6ZWwtoEUILK"
"No Child Left Behind","Kanye West","Donda","journey","Playlist","USUM72116303","3onYsG7nB3FwEVHYYWCrIM"
"Dark Horse","Katy Perry","PRISM (Deluxe)","journey","Playlist","USUM71311296","5jrdCoLpJSvHHorevXBATy"
"Firework","Katy Perry","Teenage Dream","journey","Playlist","USCA21001262","1mXuMM6zjPgjL4asbBsgnt"
"Last Friday Night (T.G.I.F.)","Katy Perry","Teenage Dream","journey","Playlist","USCA21001264","3oHNJECGN3bBoGXejlw2b1"
"Hurricane","Kanye West","Donda","journey","Playlist","USUM72116311","0RbW8kWozrVSIGb4V13o0o"
"Jail","Kanye West","Donda","journey","Playlist","USUM72116263","42ZrMq4BKsWDrrbMnMRYaK"
"Come to Life","Kanye West","Donda","journey","Playlist","USUM72116280","6DZz58CbF0AKw5PCKqNKcM"
"Danger Zone - From ""Top Gun"" Original Soundtrack","Kenny Loggins","Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins","journey","Playlist","USSM18600108","34x6hEJgGAOQvmlMql5Ige"
"花の唄 end of spring ver.","Aimer","haruhayuku marie","journey","Playlist","JPU902000153","1lhLfwG7QLAhvBLZHX5tDJ"
"Brave Shine","Aimer","Dawn","journey","Playlist","JPU901501303","0f34MnV51uwA1jhPQ2XnDe"
"On My Mind","Diplo","Do You Dance?","journey","Playlist","USZ4V1900134","54hA0ldJYyT1huGfSeOjdQ"
"God's Plan","Drake","Scorpion","journey","Playlist","USCM51800004","6DCZcSspjsKoFjzjrWoCdn"
"Someone To You","BANNERS","Where The Shadow Ends","journey","Playlist","USUM71705215","2f0pn9DkEJwAzXApnFh5cr"
"Black Skinhead","Kanye West","Yeezus","journey","Playlist","USUM71307719","722tgOgdIbNe3BEyLnejw4"
"Can't Tell Me Nothing","Kanye West","Graduation","journey","Playlist","USUM70739239","2MIBAmYwiuGoKUlpq9B9sZ"
"Flashing Lights","Kanye West","Graduation","journey","Playlist","USUM70749095","31I3Rt1bPa2LrE74DdNizO"
"In This Shirt","The Irrepressibles","From the Circus to the Sea, Pt. 2","journey","Playlist","GBUM70916363","7JwBlGgbARUfGiLxg90Fb3"
"Lighters","Bad Meets Evil","Hell: The Sequel (Deluxe)","journey","Playlist","USUM71108179","5zpDHEU12zATwLGvozxPw2"
"Replay","Iyaz","Replay","journey","Playlist","USRE10901161","4E5P1XyAFtrjpiIxkydly4"
"In My Head","Jason Derulo","Jason Derulo (International)","journey","Playlist","USWB10904633","6St9lR6dhV2tpCNVz7qfrS"
"The Other Side","Jason Derulo","Tattoos","journey","Playlist","USWB11301002","6OPZtIV3uoZQT1YkoiEQH9"
"Down","Jay Sean","All Or Nothing","journey","Playlist","USCM50900094","6cmm1LMvZdB5zsCwX5BjqE"
"Breakeven","The Script","The Script","journey","Playlist","GBARL0800147","285hMzLhJwHVLe9QT9qilk"
"Magic (feat. Rivers Cuomo)","B.o.B","B.o.B Presents: The Adventures of Bobby Ray","journey","Playlist","USAT21000545","5uHYcK0nbEYgRaFTY5BqnP"
"Somebody That I Used To Know","Gotye","Making Mirrors","journey","Playlist","AUZS21100040","1qk9ujVgudgU8CyhKOx8ji"
"Run Away With Me","Carly Rae Jepsen","Emotion (Deluxe Expanded Edition)","journey","Playlist","USUM71507009","0FS7B5o3QyvOD8eWjnbLoO"
"Blank Space","Taylor Swift","1989 (Deluxe)","journey","Playlist","USCJY1431309","1u8c2t2Cy7UBoG4ArRcF5g"
"Everybody Talks","Neon Trees","Picture Show","journey","Playlist","USUM71119189","2iUmqdfGZcHIhS3b9E9EWq"
"The Boys Of Summer","Don Henley","Building The Perfect Beast","journey","Playlist","USGF18502601","4gvea7UlDkAvsJBPZAd4oB"
"Livin' On A Prayer","Bon Jovi","Slippery When Wet","journey","Playlist","USPR38619998","37ZJ0p5Jm13JPevGcx4SkF"
"WITHOUT YOU","The Kid LAROI","F*CK LOVE (SAVAGE)","journey","Playlist","USSM12006586","27OeeYzk6klgBh83TSvGMA"
"We Built This City","Starship","Knee Deep In The Hoopla","journey","Playlist","USRC18503424","6OnfBiiSc9RGKiBKKtZXgQ"
"You Make My Dreams (Come True)","Daryl Hall & John Oates","Voices","journey","Playlist","USRC10301828","4o6BgsqLIBViaGVbx5rbRk"
"Starships","Nicki Minaj","Pink Friday: Roman Reloaded The Re-Up (Explicit Version)","journey","Playlist","USCM51200060","2EBCVPNAG46nbgs6jXPGvv"
"Footloose","Kenny Loggins","Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins","journey","Playlist","USSM18400107","6W2VbtvMrDXm5vYeB7amkO"
"Kickstarts","Example","Won't Go Quietly","journey","Playlist","GBCEN1000394","07WEDHF2YwVgYuBugi2ECO"
"We Are Never Ever Getting Back Together","Taylor Swift","Red (Big Machine Radio Release Special)","journey","Playlist","USCJY1231018","0VwNdo84DaVYLIkbVO86ND"
"Waitin' On A Sunny Day","Bruce Springsteen","The Rising","journey","Playlist","USSM10209159","7vIyudiO2Tr9hZ2yzfwQmx"
"Dance with Me Tonight","Olly Murs","In Case You Didn't Know","journey","Playlist","GBARL1101197","1FSWSs9CL01RCYxXtm08Rf"
"I Got U","Duke Dumont","I Got U","journey","Playlist","GBUM71308955","023H4I7HJnxRqsc9cqeFKV"
"Love Generation","Bob Sinclar","Western Dream","journey","Playlist","FR4E40500170","7w10jGE7x0r1688itN2HeZ"
"I Really Like You","Carly Rae Jepsen","Emotion (Deluxe Expanded Edition)","journey","Playlist","USUM71501431","2hHLbkatPwOOmrNxTiD41L"
"She Will Be Loved - Radio Mix","Maroon 5","Songs About Jane: 10th Anniversary Edition","journey","Playlist","USUM71204501","4llK75pXNWZz6KAho2Gp16"
"Right Here, Right Now","Fatboy Slim","You've Come a Long Way Baby (10th Anniversary Edition)","journey","Playlist","GBBMQ9800077","5kL3fvZKJ5Ua5pSqg2dkZv"
"I Can't Help Myself (Sugar Pie, Honey Bunch)","Four Tops","Four Tops - Second Album","journey","Playlist","USMO16582593","6b6IMqP565TbtFFZg9iFf3"
"Talking to the Moon","Bruno Mars","Doo-Wops & Hooligans","journey","Playlist","USAT21001985","1wVuPmvt6AWvTL5W2GJnzZ"
"Yeah! (feat. Lil Jon & Ludacris)","USHER","Confessions (Expanded Edition)","journey","Playlist","USAR10301423","5rb9QrpfcKFHM1EUbSIurX"
"Loyal (feat. Lil Wayne & Tyga)","Chris Brown","X (Expanded Edition)","journey","Playlist","USRC11400614","5BrTUo0xP1wKXLJWUaGFtk"
"Come & Go (with Marshmello)","Juice WRLD","Legends Never Die","journey","Playlist","USUG12001904","2Y0wPrPQBrGhoLn14xRYCG"
"Mask Off","Future","FUTURE","journey","Playlist","USSM11701444","0VgkVdmE4gld66l8iyGjgx"
"The Hills","The Weeknd","Beauty Behind The Madness","journey","Playlist","USUG11500737","7fBv7CLKzipRk6EC6TWHOB"
"Starboy","The Weeknd","Starboy","journey","Playlist","USUG11600976","7MXVkk9YMctZqd1Srtv4MB"
"my ex's best friend (with blackbear)","mgk","Tickets To My Downfall","journey","Playlist","USUM72014730","7kDUspsoYfLkWnZR7qwHZl"
"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber","Justice","journey","Playlist","USUM72102636","4iJyoBOLtHqaGxP12qzhQI"
"Breathe (feat. Colbie Caillat) (Taylor’s Version)","Taylor Swift","Fearless (Taylor's Version)","journey","Playlist","USUG12100623","7HC7R2D8WjXVcUHJyEGjRs"
"Big Poppa - 2005 Remaster","The Notorious B.I.G.","Ready to Die (The Remaster)","journey","Playlist","USBB40580817","2g8HN35AnVGIk7B8yMucww"
"Hit 'Em Up - Single Version","2Pac","Greatest Hits","journey","Playlist","USUG10801475","0Z2J91b2iTGLVTZC4fKgxf"
"All Eyez On Me (ft. Big Syke)","2Pac","All Eyez On Me","journey","Playlist","USKO10404425","5e7ldn9Kwo8Aw9Z8ql9cDj"
"All Night","The Vamps","Night & Day (Night Edition)","journey","Playlist","GBUM71605342","0dXNQ8dckG4eYfEtq9zcva"
"Paradise (feat. Dermot Kennedy)","MEDUZA","Paradise","journey","Playlist","GBUM72005075","6ft4hAq6yde8jPZY2i5zLr"
"Hey Stephen (Taylor’s Version)","Taylor Swift","Fearless (Taylor's Version)","journey","Playlist","USUG12100620","550erGcdD9n6PnwxrvYqZT"
"You Belong With Me (Taylor’s Version)","Taylor Swift","Fearless (Taylor's Version)","journey","Playlist","USUG12100622","1qrpoAMXodY6895hGKoUpA"
"Love Story (Taylor’s Version)","Taylor Swift","Fearless (Taylor's Version)","journey","Playlist","USUG12100342","6YvqWjhGD8mB5QXcbcUKtx"
"Somebody To You","The Vamps","Meet The Vamps","journey","Playlist","GBUM71401330","6VrLYoQKdhu1Jruei06t65"
"Everything Has Changed","Taylor Swift","Red (Deluxe Edition)","journey","Playlist","USCJY1231044","5PjfMmF06QtxTPZBZHdhoZ"
"22","Taylor Swift","Red (Deluxe Edition)","journey","Playlist","USCJY1231040","3WC5CVAahvn98hiseoIvbw"
"Red","Taylor Swift","Red (Deluxe Edition)","journey","Playlist","USCJY1231020","7gJtmLyPTwKzhGzMBXtuXH"
"She Looks So Perfect","5 Seconds of Summer","5 Seconds Of Summer","journey","Playlist","GBUM71400377","5cPO2j2p9Myq77YQVwWyrN"
"Love Story","Taylor Swift","Fearless (Big Machine Radio Release Special)","journey","Playlist","USCJY0803275","1D4PL9B8gOg78jiHg3FvBb"
"Hey, Soul Sister","Train","Save Me, San Francisco (Golden Gate Edition)","journey","Playlist","USSM10904113","4HlFJV71xXKIGcU3kRyttv"
"Cheerleader (Felix Jaehn Remix) - Radio Edit","OMI","Me 4 U","journey","Playlist","USUS11202574","7vFoFDWqTX0mHzLfrF1Cfy"
"Nobody To Love - Extended Mix","Sigma","Nobody To Love","journey","Playlist","GBCFZ1400054","3O3F0ZKmxxMdgYm1rw0jaN"
"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit","Riton","Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit]","journey","Playlist","GBCEN2000163","4cG7HUWYHBV6R6tHn1gxrl"
"Sad (feat. Afrojack)","Chico Rose","Sad (feat. Afrojack)","journey","Playlist","NLZ541901236","4ESPuOrSsRcBISzcMlzmY5"
"Where Are Ü Now (with Justin Bieber)","Jack Ü","Skrillex and Diplo present Jack Ü","journey","Playlist","USAT21500555","66hayvUbTotekKU3H4ta1f"
"Heroes (we could be)","Alesso","Forever","journey","Playlist","USUM71411636","3zU9rdflI65tK4dkkNSp77"
"Peanut Butter Jelly","Galantis","Pharmacy","journey","Playlist","USAT21500650","3aIhJDHxr1kgTSnutJxPTH"
"Five More Hours","Deorro","Five More Hours","journey","Playlist","USUS11203275","6YwLgicpvVuMt1eE2OldwQ"
"Do You Remember","Jarryd James","Thirty One","journey","Playlist","USUM71504917","5V53dAjgNInfXNlz2cryvd"
"It Was A Good Day","Ice Cube","Greatest Hits","journey","Playlist","USPO19250006","2GrOq1y5gksYrqkc8Jzl9T"
"Changes","2Pac","Greatest Hits","journey","Playlist","USIR10110269","1ofhfV90EnYhEr7Un2fWiv"
"Ambitionz Az A Ridah","2Pac","All Eyez On Me","journey","Playlist","USKO10403591","20fBuVybkHgjF6vNhSMROD"
"Empire State of Mind (Part II) Broken Down","Alicia Keys","The Element Of Freedom","journey","Playlist","USJAY0900291","5sra5UY6sD658OabHL3QtI"
"Walk This Way (feat. Aerosmith)","Run–D.M.C.","Raising Hell","journey","Playlist","USAR19900334","6qUEOWqOzu1rLPUPQ1ECpx"
"California Love - Original Version","2Pac","Greatest Hits","journey","Playlist","USUG10702628","3ia3dJETSOllPsv3LJkE35"
"Juicy - 2005 Remaster","The Notorious B.I.G.","Ready to Die (The Remaster)","journey","Playlist","USBB40580814","5ByAIlEEnxYdvpnezg7HTX"
"Hypnotize - 2014 Remaster","The Notorious B.I.G.","Life After Death (2014 Remastered Edition)","journey","Playlist","USAT21402725","7KwZNVEaqikRSBSpyhXK2j"
"Electricity","Silk City","Electricity","journey","Playlist","USQX91802285","5N4erncE7kuUccm7zEmwzk"
"Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster","The Notorious B.I.G.","Life After Death (2014 Remastered Edition)","journey","Playlist","USAT21402732","4INDiWSKvqSKDEu7mh8HFz"
"Empire State Of Mind","JAY-Z","The Blueprint 3","journey","Playlist","USJZ10900031","2igwFfvr1OAGX9SKDCPBwO"
"Young, Wild & Free (feat. Bruno Mars)","Snoop Dogg","Young, Wild & Free (feat. Bruno Mars)","journey","Playlist","USAT21102232","5HQVUIKwCEXpe7JIHyY734"
"Crazy","Gnarls Barkley","St. Elsewhere","journey","Playlist","USAT20611041","2N5zMZX7YeL1tico8oQxa9"
"Hardest To Love","The Weeknd","After Hours","journey","Playlist","USUG12000652","6kWxIqQDsKFYCJGbU4AjCX"
"Snowchild","The Weeknd","After Hours","journey","Playlist","USUG12000654","3WlbeuhfRSqU7ylK2Ui5U7"
"Set Fire to the Rain","Adele","21","journey","Playlist","GBBKS1000348","3di5hcvxxciiqwMH1jarhY"
"When We Were Young","Adele","25","journey","Playlist","GBBKS1500217","6O5TrlFWTYvznd9fMC0VvU"
"Rolling in the Deep","Adele","21","journey","Playlist","GBBKS1000335","4OSBTYWVwsQhGLF9NHvIbR"
"Someone Like You","Adele","21","journey","Playlist","GBBKS1000351","3bNv3VuUOKgrf5hu3YcuRo"
"Heat Waves","Glass Animals","Dreamland (+ Bonus Levels)","journey","Playlist","GBUM72000433","02MWAaffLxlfxAUY7c5dvx"
"Dancing in the Moonlight (feat. NEIMY)","Jubël","Dancing In The Moonlight (feat. NEIMY)","journey","Playlist","UK8E21801201","4Vs8RLrUdDXeaZbNeIOrtn"
"Dynamite","BTS","BE","journey","Playlist","QM7282022872","4saklk6nie3yiGePpBwUoc"
"I Feel It Coming","The Weeknd","Starboy","journey","Playlist","USUG11601012","3dhjNA0jGA8vHBQ1VdD6vV"
"After Hours","The Weeknd","After Hours","journey","Playlist","USUG12000586","2p8IUWQDrpjuFltbdgLOag"
"In Your Eyes","The Weeknd","After Hours","journey","Playlist","USUG12000657","7szuecWAPwGoV1e5vGu8tl"
"Until I Bleed Out","The Weeknd","After Hours","journey","Playlist","USUG12000660","2BcnxwxBuar5wjCaLqm5N3"
"Save Your Tears","The Weeknd","After Hours","journey","Playlist","USUG12000658","5QO79kh1waicV47BqGRL3g"
"More Than A Woman","Bee Gees","How Can You Mend A Broken Heart","journey","Playlist","NLF057790033","2cX2coZS1PYBfPs8wgbdWE"
"Night Fever - From ""Saturday Night Fever"" Soundtrack","Bee Gees","How Can You Mend A Broken Heart","journey","Playlist","NLF057790035","0qemIQjSxcKyf42VPfZnfa"
"How Deep Is Your Love","Bee Gees","How Can You Mend A Broken Heart","journey","Playlist","NLF057790012","3ZP18us6p6LHOZMG1LLUjF"
"Stayin Alive","Bee Gees","How Can You Mend A Broken Heart","journey","Playlist","USRH10721057","5ubvP9oKmxLUVq506fgLhk"
"Rather Be (feat. Jess Glynne)","Clean Bandit","New Eyes","journey","Playlist","GBAHS1300498","61dCUoMCg28qEBzrW6htYM"
"HandClap","Fitz and The Tantrums","Fitz and The Tantrums","journey","Playlist","USAT21600408","7j56HrjR9cGzvekvZY3Faz"
"Can't Stop Dancin'","Becky G","Can't Stop Dancin'","journey","Playlist","USRC11402605","5NetSTs4dgiR6GLrZOQcwJ"
"What's Love Got to Do with It","Tina Turner","What's Love Got to Do with It?","journey","Playlist","USCA28400002","4kOfxxnW1ukZdsNbCKY9br"
"I Wanna Dance with Somebody (Who Loves Me)","Whitney Houston","Whitney","journey","Playlist","USAR18700121","2tUBqZG2AbRi7Q0BIrVrEj"
"SO DONE","The Kid LAROI","F*CK LOVE (SAVAGE)","journey","Playlist","USSM12005922","3qgPpwtuRu5oP8EtFSj8HE"
"How Bizarre","OMC","How Bizarre (Deluxe)","journey","Playlist","NZPY09500002","46q5BtHso0ECuTKeq70ZhW"
"Freaks - Radio Edit","Timmy Trumpet","Freaks (Radio Edit)","journey","Playlist","AUNV01400450","2VJ8G0LeX2hu7RWc4suNhe"
"300 Violin Orchestra","Jorge Quintero","Hip Hop and Rnb Instrmentals","journey","Playlist","USTC50890760","4JjUwfp8GQ3PxWg2QPKnpn"
"Team","Lorde","Pure Heroine (Extended)","journey","Playlist","NZUM71300124","15jRg8Ejs7X3JEHw38TSN3"
"Break the Rules","Charli xcx","Break the Rules","journey","Playlist","GBAHS1400287","38tKqQuqodiUYOsw6HWyeQ"
"#thatPOWER","will.i.am","#willpower (Deluxe)","journey","Playlist","USUM71302526","01TuObJVd7owWchVRuQbQw"
"On The Floor","Jennifer Lopez","Love?","journey","Playlist","USUM71104034","3C0nOe05EIt1390bVABLyN"
"California Gurls","Katy Perry","Teenage Dream","journey","Playlist","USCA21001135","3f7gYMirBEKuc57218BjOY"
"Bonkers - Radio Edit","Dizzee Rascal","I Give It A Year - Original Soundtrack","journey","Playlist","GBPVV0900240","794qbrYBISPbzknNBWZRem"
"Punching In A Dream","The Naked And Famous","Passive Me, Aggressive You (Deluxe Edition)","journey","Playlist","NZNK11000002","56DahzmzLeMsmZYEOtPcCX"
"Little Talks","Of Monsters and Men","My Head Is An Animal","journey","Playlist","USUM71119106","2ihCaVdNZmnHZWt0fvAM7B"
"Home - 2019 - Remaster","Edward Sharpe & The Magnetic Zeros","Up From Below (10th Anniversary Edition) [2019 - Remaster]","journey","Playlist","QMRSZ1901643","7KWGfnsUU4Ri46TIvjpAPx"
"Eenie Meenie","Sean Kingston","Eenie Meenie","journey","Playlist","USSM11000625","4vVTI94F9uJ8lHNDWKv0i2"
"Welcome Home","Radical Face","Touch the Sky (Welcome Home) - EP","journey","Playlist","DEX261001001","1oofwLaSk4kDIWAYT5ZGK7"
"Tremor - Sensation 2014 Anthem","Dimitri Vegas & Like Mike","Tremor (Sensation 2014 Anthem)","journey","Playlist","NLZ541400192","0TFpP51bxLJfon3qgmzMH6"
"Spaceman","Hardwell","Spaceman","journey","Playlist","NLCY31100367","1Ca2ELRlvACAeI7xz9c9jR"
"Ass Back Home (feat. Neon Hitch)","Gym Class Heroes","The Papercut Chronicles II","journey","Playlist","USAT21102797","3bfqkspKABT4pPicm6wC9F"
"Trumpets","Jason Derulo","Tattoos","journey","Playlist","USWB11303249","6jizk5lOUnfpaZXYMdfeC6"
"Sail","AWOLNATION","Megalithic Symphony Deluxe","journey","Playlist","USP6L1000053","5xhQChGGhKLWqBqX4XhtYE"
"Best Day Of My Life - Original","Neon Fusion","Best Day Of My Life (Original)","journey","Playlist","USCOP1894401","2yZvlDerXdSNGy9hsNHHTQ"
"Lady - Hear Me Tonight","Modjo","Modjo (Remastered)","journey","Playlist","FR9W10100535","49X0LAl6faAusYq02PRAY6"
"Nothin' on You (feat. Bruno Mars)","B.o.B","B.o.B Presents: The Adventures of Bobby Ray","journey","Playlist","USAT20904033","59dLtGBS26x7kc0rHbaPrq"
"The Show Goes On","Lupe Fiasco","Lasers","journey","Playlist","USAT21002369","4NTWZqvfQTlOMitlVn6tew"
"Jungle","X Ambassadors","VHS","journey","Playlist","USUM71319753","3xgK660fsZH7ZDcOMfIdfB"
"Airplanes (feat. Hayley Williams of Paramore)","B.o.B","B.o.B Presents: The Adventures of Bobby Ray","journey","Playlist","USAT21000477","6lV2MSQmRIkycDScNtrBXO"
"The Fighter (feat. Ryan Tedder)","Gym Class Heroes","The Papercut Chronicles II","journey","Playlist","USAT21102798","77ZdAoTHYoF6Umo76HFD4m"
"Where'd You Go (feat. Holly Brook & Jonah Matranga)","Fort Minor","The Rising Tied","journey","Playlist","USWB10504785","1KVPQ3XQnmhjPbyXs6AcAS"
"Remember the Name (feat. Styles of Beyond)","Fort Minor","The Rising Tied","journey","Playlist","USWB10502457","6ljbkNIzfmFrGyYUTUAleN"
"Heart Attack","AOA","Heart Attack","journey","Playlist","KRA851500033","7pm5uhK7xiEM9fQvuCE78l"
"Dancing In the Dark","Bruce Springsteen","Born In The U.S.A.","journey","Playlist","USSM18400416","7FwBtcecmlpc1sLySPXeGE"
"ninelie","Aimer","Daydream","journey","Playlist","JPU901600638","6kQ9Os7x5LJ2jLHb8VWKaa"
"Numb / Encore","JAY-Z","Numb / Encore: MTV Ultimate Mash-Ups Presents Collision Course","journey","Playlist","USWB10403681","5sNESr6pQfIhL3krM8CtZn"
"We Own It (Fast & Furious)","2 Chainz","B.O.A.T.S. II #METIME (Deluxe)","journey","Playlist","USUM71305173","2OQJKTtrH482waGFmOfJni"
"crossing field","LiSA","LANDSPACE","journey","Playlist","JPE301201741","3mScGCzxiXA9OaHdBeuk7O"
"Lose Yourself","Eminem","Just Lose It","journey","Playlist","USIR10211559","1v7L65Lzy0j0vdpRjJewt1"
"X Gon' Give It To Ya","DMX","The Definition Of X: Pick Of The Litter","journey","Playlist","USDJ20201342","1zzxoZVylsna2BQB65Ppcb"
"Feel the Love (feat. John Newman)","Rudimental","Feel the Love (feat. John Newman)","journey","Playlist","GBAHS1200174","0nypsuS2jtogLaJDcRQ4Ya"
"Stuck In The Middle","Tai Verdes","Stuck In The Middle","journey","Playlist","QZHN52001856","4y3BUo2hp0MxylfbUaqRyJ"
"Sail Away","Møme","Sail Away","journey","Playlist","FR9W11817788","4pEEaVhg7B1JJks7HmBNQI"
"You Found Me","The Fray","The Fray","journey","Playlist","USSM10803009","4IoYz8XqqdowINzfRrFnhi"
"How to Save a Life","The Fray","How To Save A Life","journey","Playlist","USSM10601178","5fVZC9GiM4e8vu99W0Xf6J"
"Summer Of '69","Bryan Adams","Reckless (30th Anniversary / Deluxe Edition)","journey","Playlist","USAM18490006","0GONea6G2XdnHWjNZd6zt3"
"Pompeii","Bastille","Bad Blood","journey","Playlist","GBAAA1200795","6fNhZRFEkBfgW39W3wKARJ"
"Shut Up and Dance","WALK THE MOON","TALKING IS HARD","journey","Playlist","USRC11401949","4kbj5MwxO1bq9wjT5g9HaA"
"Live While We're Young","One Direction","Take Me Home (Expanded Edition)","journey","Playlist","GBHMU1200210","6Vh03bkEfXqekWp7Y1UBRb"
"Steal My Girl","One Direction","FOUR (Deluxe)","journey","Playlist","GBHMU1400159","2Bs4jQEGMycglOfWPBqrVG"
"They Don't Know About Us","One Direction","Take Me Home (Expanded Edition)","journey","Playlist","GBHMU1200368","6M31fPFCYB8Job3MCjjrDV"
"Head & Heart (feat. MNEK)","Joel Corry","Head & Heart (feat. MNEK)","journey","Playlist","UK4ZF2000305","4wosxLl0mAqhneDzya2MfY"
"High On Life (feat. Bonn)","Martin Garrix","High On Life (feat. Bonn)","journey","Playlist","NLM5S1800265","4ut5G4rgB1ClpMTMfjoIuy"
"Deep End - SIDEPIECE Remix","John Summit","Deep End (SIDEPIECE Remix)","journey","Playlist","GBCPZ2018710","5WNa0eaGNwQ1ZXTHVlULpd"
"Dancing In The Moonlight (feat. NEIMY)","Jubël","Dancing In The Moonlight (feat. NEIMY)","journey","Playlist","UK8E21801201","4GSDkZt7GcmzBWmsMcpaVO"
"ROCKSTAR (feat. Roddy Ricch)","DaBaby","BLAME IT ON BABY","journey","Playlist","USUM72007941","7ytR5pFWmSjzHJIeQkgog4"
